1,10000,-908.3877003957745
2,20000,-795.3689713578343
3,30000,-680.1355164888575
4,40000,-476.1362806297968
5,50000,-239.49077605845463
6,60000,-349.91373520263096
7,70000,-216.67274299402234
8,80000,-210.63894252117217
9,90000,-218.6924648292905
10,100000,-256.57533544208445
