epoch,step,min,max,mean,std
1,10000,-0.037935126572847366,0.030740967020392418,0.0004376828146632761,0.003352415980771184
2,20000,-0.048796962946653366,0.034193407744169235,7.332058157771826e-05,0.004447515122592449
3,30000,-0.07684965431690216,0.05228933319449425,-0.0009143730858340859,0.005708321463316679
4,40000,-0.036957189440727234,0.11467606574296951,0.0004534715262707323,0.005841793026775122
5,50000,-0.3625716269016266,0.16307780146598816,-0.002537242602556944,0.018900904804468155
6,60000,-0.06619676202535629,0.06558196991682053,-3.310238753329031e-05,0.00414305692538619
7,70000,-0.12151391804218292,0.22208523750305176,0.0015027065528556705,0.013633638620376587
8,80000,-0.09313016384840012,0.2683921158313751,0.0013518891064450145,0.011793852783739567
9,90000,-0.07041358947753906,0.024686170741915703,-0.0002398764481768012,0.003701878245919943
10,100000,-0.046872686594724655,0.11682567000389099,8.381757652387023e-06,0.004437085706740618
