epoch,step,min,max,mean,std
1,10000,-0.067340187728405,0.048142749816179276,-0.00824190117418766,0.020770618692040443
2,20000,-0.23408512771129608,0.11084433645009995,-0.020731128752231598,0.05653051659464836
3,30000,-0.06995697319507599,0.13224105536937714,0.016062188893556595,0.037379536777734756
4,40000,-0.06240348890423775,0.02600897289812565,-0.012010728940367699,0.016005953773856163
5,50000,-0.03626895695924759,0.43095409870147705,0.054505057632923126,0.07392451912164688
6,60000,-0.04333003982901573,0.03959982469677925,-0.004222117830067873,0.01197872031480074
7,70000,-0.054926980286836624,0.028159089386463165,-0.006524702534079552,0.012159109115600586
8,80000,-0.10251124203205109,0.17884734272956848,-0.005102061666548252,0.033585239201784134
9,90000,-0.05930709093809128,0.0798444077372551,0.0023150229826569557,0.02245541289448738
10,100000,-0.010530942119657993,0.088173508644104,0.009404487907886505,0.013959742151200771
