epoch,step,min,max,mean,std
1,10000,-0.8519496917724609,0.7849501371383667,0.02733776904642582,0.42969974875450134
2,20000,-6.137750625610352,4.40122127532959,-0.1028670221567154,1.9975477457046509
3,30000,-0.5896146893501282,1.6274296045303345,0.12205585837364197,0.4029468595981598
4,40000,-1.83147394657135,1.0094664096832275,-0.11799314618110657,0.4688657820224762
5,50000,-0.958333432674408,0.530777096748352,-0.058861128985881805,0.24524134397506714
6,60000,-4.212619781494141,1.963465690612793,-0.2138674557209015,1.0224331617355347
7,70000,-2.0354201793670654,0.8567238450050354,-0.10348030179738998,0.31226474046707153
8,80000,-3.040337324142456,1.8646039962768555,-0.14736077189445496,0.870628833770752
9,90000,-5.316221237182617,2.8089213371276855,-0.19331051409244537,1.364005208015442
10,100000,-2.1917777061462402,1.560168743133545,-0.05825424939393997,0.7695667147636414
