epoch,step,min,max,mean,std
1,10000,-0.03406175971031189,0.03231631964445114,0.0016266130842268467,0.006532068829983473
2,20000,-0.046390727162361145,0.03383256494998932,-0.0008333234582096338,0.011220601387321949
3,30000,-0.07876917719841003,0.04802459105849266,-0.005318078212440014,0.017225060611963272
4,40000,-0.03804168477654457,0.03465293347835541,0.0006117100128903985,0.012427572160959244
5,50000,-0.2137736678123474,0.06938903033733368,-0.007019868120551109,0.03416948765516281
6,60000,-0.027244932949543,0.06593426316976547,0.000842695648316294,0.009980718605220318
7,70000,-0.04593198746442795,0.08258526027202606,0.004028177820146084,0.02129225805401802
8,80000,-0.02544301562011242,0.09200794994831085,0.0036676775198429823,0.017098497599363327
9,90000,-0.02948381006717682,0.015982596203684807,-0.0003967314260080457,0.005759016145020723
10,100000,-0.04184804856777191,0.05721114203333855,0.00014503314741887152,0.009516577236354351
