epoch,step,min,max,mean,std
1,10000,-2.857219696044922,3.2029261589050293,0.019678987562656403,0.49208104610443115
2,20000,-9.415172576904297,7.238397121429443,-0.011712897568941116,0.9328246116638184
3,30000,-2.7148361206054688,4.796487808227539,0.06424465775489807,0.4528487026691437
4,40000,-3.1107101440429688,1.9594844579696655,-0.058262456208467484,0.3270784616470337
5,50000,-5.330041885375977,3.126016855239868,-0.06683915108442307,0.5580634474754333
6,60000,-7.43344783782959,3.6128478050231934,-0.07961932569742203,0.45320791006088257
7,70000,-4.377504825592041,3.238332748413086,-0.05596287176012993,0.376777321100235
8,80000,-5.295011043548584,3.668071985244751,-0.06612192839384079,0.4787508547306061
9,90000,-9.483187675476074,5.068533897399902,-0.0281638503074646,0.5725580453872681
10,100000,-3.826545238494873,6.674261093139648,-0.016856597736477852,0.5870994925498962
