epoch,step,min,max,mean,std
1,10000,-21.639101028442383,31.480636596679688,1.082411766052246,8.26134967803955
2,20000,-222.0806884765625,167.14515686035156,1.00217866897583,54.191856384277344
3,30000,-64.58981323242188,31.363723754882812,-0.7156902551651001,12.955741882324219
4,40000,-44.25657653808594,63.03331756591797,0.058530569076538086,12.921631813049316
5,50000,-49.591697692871094,31.165088653564453,-0.5986901521682739,11.044759750366211
6,60000,-47.068328857421875,150.21981811523438,2.954427719116211,24.44011688232422
7,70000,-55.71234130859375,34.653629302978516,-0.9752383232116699,13.201828002929688
8,80000,-41.705501556396484,123.98771667480469,2.268372058868408,20.249650955200195
9,90000,-46.60655975341797,181.91983032226562,4.2778096199035645,30.670326232910156
10,100000,-52.84212875366211,81.35623931884766,1.0798513889312744,18.587888717651367
