epoch,step,min,max,mean,std
1,10000,0.6418238282203674,0.6418238282203674,0.6418238282203674,0.0
2,20000,0.7632582783699036,0.7632582783699036,0.7632582783699036,0.0
3,30000,0.4536907374858856,0.4536907374858856,0.4536907374858856,0.0
4,40000,0.2790190279483795,0.2790190279483795,0.2790190279483795,0.0
5,50000,0.293608158826828,0.293608158826828,0.293608158826828,0.0
6,60000,0.29278504848480225,0.29278504848480225,0.29278504848480225,0.0
7,70000,0.2559486925601959,0.2559486925601959,0.2559486925601959,0.0
8,80000,0.2163252830505371,0.2163252830505371,0.2163252830505371,0.0
9,90000,0.18400245904922485,0.18400245904922485,0.18400245904922485,0.0
10,100000,0.161881685256958,0.161881685256958,0.161881685256958,0.0
