epoch,step,min,max,mean,std
1,1000,-0.8163715600967407,-0.8163715600967407,-0.8163715600967407,0.0
2,2000,-0.6278480887413025,-0.6278480887413025,-0.6278480887413025,0.0
3,3000,-0.5182901620864868,-0.5182901620864868,-0.5182901620864868,0.0
4,4000,-0.23375004529953003,-0.23375004529953003,-0.23375004529953003,0.0
5,5000,-0.8599306344985962,-0.8599306344985962,-0.8599306344985962,0.0
6,6000,-0.36398935317993164,-0.36398935317993164,-0.36398935317993164,0.0
7,7000,0.8424155712127686,0.8424155712127686,0.8424155712127686,0.0
8,8000,0.8412320613861084,0.8412320613861084,0.8412320613861084,0.0
9,9000,-0.809589147567749,-0.809589147567749,-0.809589147567749,0.0
10,10000,0.3455018997192383,0.3455018997192383,0.3455018997192383,0.0
