epoch,step,min,max,mean,std
1,1000,-0.10506188869476318,0.10862916707992554,0.006521475501358509,0.023013878613710403
2,2000,-0.21774354577064514,0.2750946283340454,0.009882805868983269,0.0559566356241703
3,3000,-0.13634029030799866,0.19692862033843994,-0.0012588892132043839,0.023097939789295197
4,4000,-0.3613258898258209,0.6769818663597107,0.014613175764679909,0.07870010286569595
5,5000,-0.3688085675239563,0.27279025316238403,-0.006798572838306427,0.051165707409381866
6,6000,-1.0607056617736816,0.8637858033180237,-0.004237980581820011,0.1560528576374054
7,7000,-1.2266297340393066,1.2222180366516113,-0.000889819348230958,0.20187842845916748
8,8000,-1.64449143409729,1.9303444623947144,0.026423407718539238,0.22187161445617676
9,9000,-1.5987094640731812,1.85258150100708,0.03226715698838234,0.24728864431381226
10,10000,-2.779785633087158,1.5094449520111084,-0.000720062293112278,0.23650503158569336
