epoch,step,min,max,mean,std
1,1000,-0.008685105480253696,0.006693783216178417,3.4386284823995084e-05,0.0010285400785505772
2,2000,-0.01388187613338232,0.011795295402407646,4.84885968035087e-05,0.001720432541333139
3,3000,-0.013319805264472961,0.012325434945523739,-1.793008777895011e-05,0.0016654111677780747
4,4000,-0.021973121911287308,0.015584154985845089,0.00012017531116725877,0.0017213308019563556
5,5000,-0.027591142803430557,0.019764749333262444,-0.00024150320678018034,0.002765357494354248
6,6000,-0.048799123615026474,0.044762298464775085,-0.0003475108533166349,0.005345720332115889
7,7000,-0.028283583000302315,0.03323690593242645,-0.0001446457754354924,0.003372755367308855
8,8000,-0.08501813560724258,0.12493233382701874,0.0007991176098585129,0.013595165684819221
9,9000,-0.03270912915468216,0.02733430452644825,0.00024839831166900694,0.0031094758305698633
10,10000,-0.04018345847725868,0.034295596182346344,-7.817192818038166e-05,0.004632218740880489
