1,1000,-69.70914647293091
2,2000,-69.02012994766235
3,3000,-66.22531419372558
4,4000,-62.29172200012207
5,5000,-57.53539281845093
6,6000,-52.659636032104494
7,7000,-47.54366753768921
8,8000,-43.5120736618042
9,9000,-39.303933126449586
10,10000,-35.8111240196228
