epoch,step,min,max,mean,std
1,1000,-0.007051927037537098,0.004541255999356508,9.530836541671306e-05,0.0015532108955085278
2,2000,-0.008118054829537868,0.006491880863904953,0.00020035970374010503,0.002587240654975176
3,3000,-0.011478913947939873,0.012653069570660591,-0.0001736540871206671,0.004435892216861248
4,4000,-0.0177612341940403,0.010594227351248264,0.00033556329435668886,0.003670032834634185
5,5000,-0.0246118251234293,0.013997162692248821,-0.0012038087006658316,0.0060894847847521305
6,6000,-0.04227534681558609,0.03652949631214142,-0.0015042113373056054,0.013556215912103653
7,7000,-0.022860929369926453,0.029755689203739166,-0.0007057945476844907,0.0084080146625638
8,8000,-0.0782107412815094,0.11138959228992462,0.0036702954676002264,0.03731600195169449
9,9000,-0.028142467141151428,0.02216513268649578,0.001196359284222126,0.006865272298455238
10,10000,-0.03086335025727749,0.025073040276765823,-0.0004632614436559379,0.009944615885615349
