epoch,step,min,max,mean,std
1,1000,-1.7649803161621094,0.31857094168663025,-0.6843240857124329,0.5898442268371582
2,2000,-2.140958547592163,0.12101057171821594,-1.0301892757415771,0.7143519520759583
3,3000,-0.7139756083488464,0.9273084402084351,0.19369098544120789,0.42108482122421265
4,4000,-2.6191084384918213,1.1063783168792725,-0.9615045785903931,0.7866958975791931
5,5000,-0.34526509046554565,1.6916979551315308,0.8009312152862549,0.5746364593505859
6,6000,-0.7525180578231812,3.9405951499938965,1.7100082635879517,1.377828598022461
7,7000,-5.079018592834473,1.8629937171936035,-1.361436128616333,1.3352324962615967
8,8000,-4.9478960037231445,2.499295949935913,-2.3340201377868652,1.9162070751190186
9,9000,-11.840267181396484,0.08308003842830658,-4.033817291259766,2.763685703277588
10,10000,-4.296734809875488,3.5226643085479736,0.2867085933685303,1.385833501815796
