epoch,step,min,max,mean,std
1,1000,-0.046882905066013336,-0.046882905066013336,-0.046882905066013336,0.0
2,2000,-0.1102834939956665,-0.1102834939956665,-0.1102834939956665,0.0
3,3000,-0.001193121075630188,-0.001193121075630188,-0.001193121075630188,0.0
4,4000,-0.110885389149189,-0.110885389149189,-0.110885389149189,0.0
5,5000,-0.09919817745685577,-0.09919817745685577,-0.09919817745685577,0.0
6,6000,0.08826743811368942,0.08826743811368942,0.08826743811368942,0.0
7,7000,0.09586293995380402,0.09586293995380402,0.09586293995380402,0.0
8,8000,0.17951856553554535,0.17951856553554535,0.17951856553554535,0.0
9,9000,-0.17519330978393555,-0.17519330978393555,-0.17519330978393555,0.0
10,10000,0.030667994171380997,0.030667994171380997,0.030667994171380997,0.0
