epoch,step,min,max,mean,std
1,1000,-2.1435115337371826,0.000695639057084918,-0.8057589530944824,0.6182767152786255
2,2000,-1.771682620048523,0.1363517791032791,-0.7928783893585205,0.5278923511505127
3,3000,-1.8762873411178589,1.7926180362701416,0.19109061360359192,0.7676749229431152
4,4000,-2.1308083534240723,1.200287103652954,-0.34252387285232544,0.5162253379821777
5,5000,-2.756974220275879,1.307755708694458,-0.878797173500061,0.8941957354545593
6,6000,-2.9079627990722656,2.3994269371032715,-0.035496678203344345,0.8460812568664551
7,7000,-5.392297744750977,3.253830909729004,0.8221477270126343,1.6499873399734497
8,8000,-0.5548791885375977,6.11706018447876,2.4556832313537598,1.7071177959442139
9,9000,-4.133090019226074,0.6482378840446472,-2.031360149383545,1.3302356004714966
10,10000,-1.4763866662979126,7.3077874183654785,1.1629462242126465,1.5174858570098877
