epoch,step,min,max,mean,std
1,1000,-0.006549159064888954,0.007080386392772198,-4.133239053771831e-05,0.0012276580091565847
2,2000,-0.015825282782316208,0.013644834980368614,3.380618363735266e-05,0.002712399000301957
3,3000,-0.06094883009791374,0.052580054849386215,-0.00043682646355591714,0.0076562827453017235
4,4000,-0.03568058833479881,0.030313726514577866,6.993154238443822e-05,0.00480792298913002
5,5000,-0.06360843032598495,0.07501448690891266,9.399920963915065e-05,0.010236739180982113
6,6000,-0.10295265167951584,0.14169049263000488,0.000703115772921592,0.016994602978229523
7,7000,-0.0908697172999382,0.11133250594139099,0.00023685407359153032,0.01387693826109171
8,8000,-0.46352308988571167,0.48983120918273926,4.92480285174679e-05,0.06260255724191666
9,9000,-0.08424478769302368,0.06172877550125122,-0.0005250820540823042,0.010671352967619896
10,10000,-0.15993809700012207,0.1302318572998047,-0.0005277879536151886,0.023409826681017876
