epoch,step,min,max,mean,std
1,1000,-0.007351333741098642,0.0026088666636496782,-8.600388537161052e-05,0.0010992413153871894
2,2000,-0.01360448356717825,0.012521415017545223,0.00010598558583296835,0.002808168763294816
3,3000,-0.05775223672389984,0.05395832285284996,-0.0010266245808452368,0.013153011910617352
4,4000,-0.0357363224029541,0.03596954792737961,0.0006692415336146951,0.007226881571114063
5,5000,-0.0640142560005188,0.06370189785957336,9.597082680556923e-05,0.01605933904647827
6,6000,-0.10449391603469849,0.14834102988243103,0.0011299464385956526,0.029154790565371513
7,7000,-0.07242491841316223,0.10870970785617828,0.0006922080647200346,0.020383507013320923
8,8000,-0.462907075881958,0.5011972188949585,0.0007378985174000263,0.10975425690412521
9,9000,-0.07833105325698853,0.04084610193967819,-0.0020854808390140533,0.015859903767704964
10,10000,-0.14741742610931396,0.12870031595230103,-0.0015675832983106375,0.029708417132496834
